emp_no,first_name,last_name,title,from_date,salary
273477,Shaowen,Validov,Senior Engineer,2002-03-15,63003
239955,Pantung,Gihr,Senior Staff,2002-03-14,56387
218522,Ulises,Verhaegen,Senior Staff,2002-03-14,44277
21646,Gila,Guardalben,Senior Engineer,2002-03-14,41370
38922,Xiaobin,Sewelson,Senior Staff,2002-03-14,40000
32001,Mari,Attimonelli,Senior Staff,2002-03-14,69437
291756,Randi,Braunmuhl,Senior Engineer,2002-03-13,40000
481313,Cullen,Rodier,Senior Staff,2002-03-13,43078
234208,Yucai,Horswill,Senior Staff,2002-03-13,52120
427426,Vasilii,Dulin,Senior Staff,2002-03-12,64667
424447,Irene,Miake,Senior Staff,2002-03-11,89547
404470,Chikara,Schrift,Senior Engineer,2002-03-10,40000
65595,Kasidit,Fujisaki,Senior Engineer,2002-03-10,51388
66851,Mona,Lyonns,Senior Engineer,2002-03-10,48823
104911,Sanjai,Kruskal,Senior Staff,2002-03-10,40000
410359,Elgin,Lowrie,Senior Engineer,2002-03-09,40000
80801,Bluma,Ambroszkiewicz,Senior Staff,2002-03-09,71885
233878,Shigenori,Vanwelkenhuysen,Senior Staff,2002-03-09,57605
265681,Marsal,Atrawala,Senior Staff,2002-03-08,90646
473076,Shaowei,Chelton,Senior Engineer,2002-03-08,65285
288896,Uinam,Uludag,Senior Engineer,2002-03-08,44197
400571,Stafford,Iacovou,Senior Staff,2002-03-07,40000
49900,Ramzi,Schonegge,Senior Staff,2002-03-07,40000
275466,Danco,Puoti,Senior Engineer,2002-03-07,54370
250886,Kagan,Busillo,Senior Staff,2002-03-06,64747
228685,Peer,Zolotykh,Senior Staff,2002-03-04,43672
44042,Susuma,Ladret,Senior Staff,2002-03-04,64759
202310,Krister,Perko,Senior Staff,2002-03-04,79767
71791,Bedrich,Lalonde,Senior Engineer,2002-03-04,47195
36173,Rance,Takkinen,Senior Engineer,2002-03-03,57002
297332,Gita,Lorie,Engineer,2002-03-03,40000
27325,Kauko,Baer,Senior Engineer,2002-03-03,40000
102068,Zhilian,Bergere,Senior Staff,2002-03-03,67377
465199,Wojceich,Plotkin,Senior Engineer,2002-03-02,61761
230895,Godehard,Parhami,Senior Engineer,2002-03-02,68058
277296,Xiaoshan,Randi,Senior Engineer,2002-03-02,74172
261317,Chenxi,Prenel,Senior Engineer,2002-03-01,42955
103164,Valeska,Chiola,Senior Staff,2002-03-01,66173
93164,Frazer,Ruemmler,Senior Staff,2002-03-01,52877
257103,Rildo,Fabrizio,Senior Staff,2002-03-01,40000
101898,Mang,Schwartzbauer,Senior Engineer,2002-03-01,56898
498240,Cheong,Falster,Senior Engineer,2002-03-01,40000
240675,Karoline,Uchoa,Senior Staff,2002-02-28,43072
79442,Yannis,McClurg,Senior Staff,2002-02-28,91919
73559,Masamitsu,Murrill,Senior Staff,2002-02-27,40000
411715,Ranga,Pileggi,Senior Engineer,2002-02-27,51856
273276,Maya,Makrucki,Senior Engineer,2002-02-27,40000
239648,Fun,Birsak,Senior Staff,2002-02-26,81152
81755,Peer,Beeson,Senior Staff,2002-02-26,40000
497023,Jamaludin,Nooteboom,Senior Staff,2002-02-26,85134
248019,Adel,McDermid,Senior Staff,2002-02-25,44341
408613,Mart,Angelov,Senior Engineer,2002-02-25,41770
36223,Fuqing,Cooley,Senior Engineer,2002-02-25,42949
490929,Mingdong,Byoun,Senior Staff,2002-02-25,55175
482878,Chikara,Denti,Senior Staff,2002-02-24,83187
276683,Jingling,Shackel,Senior Engineer,2002-02-24,40000
23561,Jingling,Zizka,Senior Engineer,2002-02-24,48337
454218,Mokhtar,Ducloy,Senior Engineer,2002-02-23,52460
105766,Boutros,Callaway,Senior Staff,2002-02-22,40239
489972,Sivanarayana,Selenyi,Senior Engineer,2002-02-22,40000
298704,Cedric,Bach,Senior Staff,2002-02-22,83923
294773,Constantino,Sanella,Senior Engineer,2002-02-22,51332
414188,Taizo,Juneja,Senior Staff,2002-02-21,76646
480192,Dhritiman,Onuegbe,Senior Staff,2002-02-20,72095
242678,Tokuyasu,Beausoleil,Senior Engineer,2002-02-20,59693
499453,Alper,Peck,Senior Staff,2002-02-20,65622
279226,Isaac,Gopalakrishnan,Senior Staff,2002-02-20,43025
29468,Ramya,Bojadziev,Senior Staff,2002-02-20,40000
411024,Bowen,Syrzycki,Senior Staff,2002-02-20,61803
219994,Akemi,Broomell,Senior Staff,2002-02-19,85955
56476,Danae,Chiola,Senior Engineer,2002-02-19,40000
267228,Van,Crouzet,Engineer,2002-02-19,55262
465581,Kiyomitsu,Highland,Senior Engineer,2002-02-19,40000
291719,Volkmar,Schade,Senior Engineer,2002-02-18,45088
269802,Gregory,Tiemann,Senior Staff,2002-02-18,63368
454830,Ottavia,Dehkordi,Senior Engineer,2002-02-17,71879
497493,Phuoc,Chandrasekhar,Senior Staff,2002-02-17,54057
455430,Miyeon,Melichar,Senior Staff,2002-02-16,40000
492777,Demin,Mapelli,Engineer,2002-02-16,40000
25255,Heng,Erdi,Senior Staff,2002-02-16,84701
33248,Lucian,Cronin,Senior Engineer,2002-02-15,40376
433656,Pragnesh,Silva,Senior Engineer,2002-02-15,40000
283513,Elzbieta,Anguita,Senior Staff,2002-02-15,51643
282392,Wonhee,Hooghiemstra,Senior Engineer,2002-02-14,40000
261451,Randi,Gide,Senior Staff,2002-02-14,69345
405489,Weidon,Merks,Senior Engineer,2002-02-14,40000
100574,Lucien,Bennet,Senior Staff,2002-02-14,83065
290738,Ioana,Beerel,Senior Staff,2002-02-14,76418
49174,Giri,Pollock,Senior Staff,2002-02-14,45721
253359,Gadiel,Terwilliger,Senior Engineer,2002-02-13,41721
422587,Mohit,Speek,Senior Engineer,2002-02-13,40000
11872,Cheong,Riexinger,Senior Staff,2002-02-12,43159
50006,Charmane,Yeung,Senior Engineer,2002-02-12,43309
420874,Jinya,Hiyoshi,Senior Staff,2002-02-12,69928
74699,Moon,Rotem,Senior Engineer,2002-02-11,40000
218998,Kristian,Hennebert,Senior Engineer,2002-02-11,53486
286683,Katsuyuki,Decaestecker,Senior Staff,2002-02-11,60121
440076,Hailing,Schiettecatte,Engineer,2002-02-11,40000
258457,True,Gihr,Senior Staff,2002-02-11,80523
481228,Vishv,Cochrane,Senior Staff,2002-02-09,52131
99013,Tsz,Cools,Senior Engineer,2002-02-09,46808
104467,Anoosh,Panwar,Senior Engineer,2002-02-08,40000
279642,Feipei,Besancenot,Engineer,2002-02-08,53904
280512,Sumant,Trelles,Senior Staff,2002-02-07,79264
205359,Serge,Bresenham,Senior Staff,2002-02-07,40000
59391,Qunsheng,Plessier,Senior Engineer,2002-02-07,40000
37751,Jacopo,DuBourdieux,Senior Staff,2002-02-06,59872
35776,Martien,Fujisaki,Senior Engineer,2002-02-06,53730
69555,Golgen,Sabnani,Senior Staff,2002-02-06,74734
463260,Masako,Muntz,Senior Engineer,2002-02-05,56233
205297,Aral,Weedon,Senior Engineer,2002-02-05,40000
15943,Yakkov,Demke,Senior Engineer,2002-02-05,40000
19674,Mart,Varley,Senior Staff,2002-02-05,40000
216102,Baziley,Vingron,Senior Staff,2002-02-05,58493
49235,Heather,Shiratori,Senior Engineer,2002-02-05,43880
67845,Xuejun,Back,Senior Staff,2002-02-04,70932
76760,Adib,Bale,Engineer,2002-02-04,48303
289232,Miyeon,Simmen,Senior Staff,2002-02-04,63640
461608,Matk,Brendel,Senior Engineer,2002-02-03,51047
400872,Oguz,Lueh,Senior Staff,2002-02-03,79091
83210,Seongbae,Zockler,Senior Engineer,2002-02-03,43418
107800,Goncalo,Stenning,Senior Engineer,2002-02-02,66719
28149,Sandeepan,Gulik,Senior Engineer,2002-02-02,40000
220868,Christoph,Lovengreen,Senior Staff,2002-02-02,67650
74233,Zvonko,Spell,Senior Engineer,2002-02-02,40000
480823,Ulf,Baig,Senior Engineer,2002-02-01,53446
489674,Maja,Tramer,Senior Engineer,2002-02-01,40000
247634,Shiv,Axelband,Engineer,2002-02-01,40000
213101,Sajjad,Benveniste,Senior Staff,2002-02-01,42562
75915,Luisa,Maierhofer,Senior Engineer,2002-01-31,40000
419000,Subhada,Sluis,Senior Staff,2002-01-31,92761
445715,Shooichi,Schurmann,Senior Staff,2002-01-30,82010
18382,Remko,Mattern,Senior Engineer,2002-01-30,57540
240062,Lucian,Maquelin,Senior Engineer,2002-01-30,67436
83194,Vidar,Bridgland,Senior Staff,2002-01-30,69724
411928,JiYoung,Bain,Senior Staff,2002-01-29,40000
248996,Basim,Sewelson,Senior Staff,2002-01-29,40000
272691,Nectarios,Usery,Senior Staff,2002-01-29,55747
471250,Sivanarayana,Ferretti,Senior Staff,2002-01-29,44656
27756,Stevo,Suwa,Senior Staff,2002-01-28,67919
420770,Candido,Pietrzykowski,Senior Staff,2002-01-28,40165
47137,Valter,Marchegay,Senior Staff,2002-01-28,92421
296171,Pradeep,Munke,Senior Staff,2002-01-28,58828
265020,Jiafu,Setia,Senior Staff,2002-01-28,40000
432167,Peternela,Talmon,Senior Engineer,2002-01-27,40000
232289,Fun,Farrag,Senior Engineer,2002-01-27,66678
88997,Leif,Giveon,Senior Engineer,2002-01-27,45419
298020,Yuguang,Oxman,Senior Staff,2002-01-27,52443
297405,Susanna,Eterovic,Senior Engineer,2002-01-27,40000
263448,Gopalakrishnan,Brodal,Senior Engineer,2002-01-26,40000
43776,Xuedong,Feldhoffer,Senior Staff,2002-01-26,44288
201014,Geoff,Siprelle,Senior Staff,2002-01-26,54629
207208,Susanne,Shackel,Senior Engineer,2002-01-26,40000
59899,Toong,Schueller,Engineer,2002-01-26,66788
77292,Berhard,Roccetti,Engineer,2002-01-25,40000
75347,Aemilian,Simmen,Engineer,2002-01-25,40000
252992,Shahab,Gustavson,Engineer,2002-01-25,40000
408922,Bernardo,Gulak,Senior Engineer,2002-01-25,40306
463978,Pasqua,Pillow,Senior Engineer,2002-01-24,42858
457541,Jovan,Furudate,Senior Engineer,2002-01-24,40000
231883,Srinidhi,Heering,Senior Staff,2002-01-24,57391
97123,Basim,Suppi,Senior Engineer,2002-01-24,46861
285256,Ayonca,Brendel,Senior Engineer,2002-01-24,57782
271305,Lena,Zolotykh,Engineer,2002-01-24,42121
80479,Sanjay,Kragelund,Senior Staff,2002-01-24,40000
55637,Szabolcs,Erde,Senior Engineer,2002-01-23,40000
218267,Dzung,Terekhov,Senior Engineer,2002-01-23,40000
30092,Kristof,Pusterhofer,Senior Engineer,2002-01-23,73013
79470,Sadegh,Schmittgen,Senior Engineer,2002-01-23,56510
441674,Jiong,Heusch,Senior Staff,2002-01-23,40000
429272,DeForest,Benantar,Senior Engineer,2002-01-22,44602
423338,Chuanti,Rosiles,Senior Staff,2002-01-22,70948
431969,Uriel,Maksimenko,Senior Engineer,2002-01-22,53485
490344,Jayesh,Horswill,Senior Engineer,2002-01-22,40000
15869,Guoxiang,Bala,Senior Engineer,2002-01-21,40000
493647,Jayson,Perri,Senior Staff,2002-01-21,40000
85015,Lijia,Lipner,Senior Staff,2002-01-21,68523
254464,Kazuhito,Matteis,Senior Staff,2002-01-20,59575
74514,Rosalyn,Benzmuller,Senior Engineer,2002-01-19,56611
498770,Kersti,Katzenelson,Engineer,2002-01-18,55758
282093,Mizuhito,Reistad,Senior Engineer,2002-01-17,62494
288144,Youngkon,Pehl,Engineer,2002-01-17,40000
430841,Wanqing,Menyhert,Senior Staff,2002-01-16,75899
219519,Kazunori,Mitzlaff,Senior Staff,2002-01-16,71206
492836,Zorica,Kranzdorf,Senior Engineer,2002-01-16,40000
289732,Jayson,Hammerschmidt,Senior Engineer,2002-01-15,41702
236451,Taegyun,Mahmud,Senior Staff,2002-01-15,40000
227185,Lillian,Syang,Senior Engineer,2002-01-14,40000
99226,Mario,Pehl,Senior Engineer,2002-01-14,42023
460053,Oscar,Kroon,Senior Staff,2002-01-14,40000
215055,Percy,Percebois,Senior Engineer,2002-01-13,54947
99804,Abdelghani,Benner,Senior Engineer,2002-01-13,58433
410307,Aleksander,Simmen,Senior Staff,2002-01-13,67827
266048,Shaowen,Tetzlaff,Senior Engineer,2002-01-13,60843
425291,Basil,Schusler,Senior Staff,2002-01-13,73601
295402,Branimir,Engberts,Senior Staff,2002-01-12,42480
296619,Frederique,Brickell,Senior Engineer,2002-01-11,52470
246505,Hugo,Byoun,Senior Staff,2002-01-10,56450
264018,Djenana,Lorcy,Senior Staff,2002-01-10,46245
422066,Aleksander,Berendt,Senior Engineer,2002-01-10,40000
264234,Rayond,Benzaken,Senior Engineer,2002-01-09,40000
279139,Tetsushi,Eastman,Senior Staff,2002-01-09,60322
213310,Quingbo,Apsitis,Senior Engineer,2002-01-09,42002
243180,Gen,Terkki,Senior Engineer,2002-01-09,58536
212653,Geoffrey,Nyrup,Senior Engineer,2002-01-08,58258
275599,Toshimi,Cichocki,Senior Engineer,2002-01-08,62267
487495,Dekang,Shobatake,Senior Engineer,2002-01-07,60621
36688,Cristinel,Mateescu,Senior Engineer,2002-01-07,40294
226080,Fabrizio,Decleir,Senior Engineer,2002-01-07,40000
49624,Falguni,Mitsuhashi,Engineer,2002-01-07,40000
86527,Toshiko,Pollacia,Senior Staff,2002-01-07,41115
38722,Noritoshi,Crooks,Senior Staff,2002-01-07,40000
207774,KayLiang,Trachtenberg,Senior Staff,2002-01-06,53722
283270,Val,Bade,Senior Engineer,2002-01-06,40000
415598,Stella,Lichtman,Senior Staff,2002-01-06,58418
469726,Ranga,Stasinski,Senior Engineer,2002-01-05,40000
70810,Vishwani,Brodal,Senior Staff,2002-01-05,40000
85264,Annemarie,Silva,Senior Engineer,2002-01-05,50431
221118,Nimmagadda,Klyachko,Senior Engineer,2002-01-04,40000
275421,King,Cooley,Senior Staff,2002-01-04,79820
262371,Ute,Weedman,Senior Engineer,2002-01-03,60052
247878,Doohun,Peha,Senior Staff,2002-01-03,54955
406336,Nishit,Heiserman,Senior Engineer,2002-01-03,62574
480176,Xiaopeng,Haddadi,Engineer,2002-01-03,74254
58007,Nitsan,Zlotek,Senior Engineer,2002-01-03,54854
220210,Siamak,Mersereau,Senior Engineer,2002-01-03,54024
204206,Nathalie,Picci,Senior Staff,2002-01-02,52432
26902,Reinhold,Welham,Senior Staff,2002-01-02,71381
50075,Shaz,Muntz,Senior Staff,2002-01-02,40000
73017,Adel,Iisaka,Engineer,2002-01-01,59529
240441,Luise,Prampolini,Senior Staff,2002-01-01,62999
41863,Dipayan,Herbst,Senior Staff,2001-12-31,44460
433172,Nagui,Curless,Senior Staff,2001-12-31,40000
416948,Reinhard,Peac,Senior Staff,2001-12-30,62481
212765,Marco,Schaar,Senior Staff,2001-12-28,40000
211541,Perry,Albarhamtoshy,Senior Engineer,2001-12-28,57371
56187,Youpyo,Lienhardt,Senior Engineer,2001-12-27,40000
51438,Alagu,Bernatsky,Senior Engineer,2001-12-27,56119
297621,Mohammed,Bugaenko,Senior Engineer,2001-12-27,49827
244773,Mingdong,Zaiane,Senior Engineer,2001-12-27,40000
271384,Kwangho,Peron,Senior Staff,2001-12-26,40000
82970,Qiwen,Servieres,Senior Staff,2001-12-26,68081
218200,Martien,Szilard,Senior Engineer,2001-12-26,54740
410520,Ashish,Nittel,Senior Staff,2001-12-25,43416
95362,Yonghong,Zyda,Senior Staff,2001-12-24,64753
241689,Tristan,Borovoy,Senior Engineer,2001-12-24,48553
37406,Rildo,Cincotta,Engineer,2001-12-24,58809
284580,Sreenivas,Quittner,Senior Engineer,2001-12-24,40000
439486,Armond,Heijenga,Senior Engineer,2001-12-24,40000
89672,Ebbe,Feldmann,Senior Engineer,2001-12-24,40000
67826,Selwyn,Detkin,Senior Staff,2001-12-23,62803
436693,JoAnna,Sherertz,Senior Staff,2001-12-23,62904
426505,Tommaso,Makinen,Senior Engineer,2001-12-22,52853
407260,Kiam,Baak,Senior Staff,2001-12-22,58003
493286,Maha,Riesenhuber,Senior Engineer,2001-12-22,58075
286097,Matk,Kusalik,Senior Staff,2001-12-22,40000
16999,Bezalel,Sadowsky,Senior Staff,2001-12-22,40000
80774,Vishv,Pollacia,Senior Engineer,2001-12-21,56559
469281,Shawna,Picht,Senior Staff,2001-12-21,44094
441449,Kiyokazu,Lally,Senior Engineer,2001-12-21,40000
85524,Lillian,Tokunaga,Senior Engineer,2001-12-21,48850
89883,Berry,Paludetto,Senior Staff,2001-12-21,54483
470047,Heeju,Bridgland,Senior Staff,2001-12-21,93703
403918,Fox,Molenkamp,Senior Staff,2001-12-21,47318
260092,Aruna,Detkin,Senior Engineer,2001-12-21,50094
467620,Abdelaziz,Melichar,Senior Staff,2001-12-20,40000
421011,Masamitsu,Thorelli,Senior Staff,2001-12-20,40000
424615,Gregory,Hasham,Senior Engineer,2001-12-19,40000
463392,Masoud,Vandervoorde,Senior Staff,2001-12-19,40000
484112,Odysseas,Gammage,Senior Staff,2001-12-19,56571
56551,Rimon,Gini,Senior Staff,2001-12-19,64873
219877,Amalendu,Penn,Senior Staff,2001-12-18,40000
25108,Wanqing,Eterovic,Senior Engineer,2001-12-18,53886
487151,Rosella,Engelmann,Senior Engineer,2001-12-18,40000
70380,Alassane,Denos,Senior Staff,2001-12-18,73598
259960,Danae,Thambidurai,Senior Engineer,2001-12-17,67120
279070,Marie,Diderrich,Senior Staff,2001-12-17,41574
200108,Abdelwaheb,Chvatal,Senior Engineer,2001-12-16,40000
71901,Josyula,Halloran,Senior Engineer,2001-12-16,55901
88298,Shuji,Vidya,Engineer,2001-12-16,54552
14509,Danil,Aloia,Senior Staff,2001-12-16,40000
498561,Dines,Shanbhogue,Senior Engineer,2001-12-15,40000
264338,Luerbio,Garigliano,Senior Engineer,2001-12-14,40000
423150,Constantijn,Schonegge,Senior Staff,2001-12-13,40000
229569,Kannan,Merel,Senior Engineer,2001-12-13,52863
497230,Peternela,Range,Senior Engineer,2001-12-13,48742
69131,Shuzo,Hebert,Senior Staff,2001-12-13,40545
276764,Xiaoheng,Emmart,Senior Staff,2001-12-13,62510
284108,Jinxi,Kalloufi,Senior Engineer,2001-12-13,40000
52130,Kwangho,Besselaar,Engineer,2001-12-11,49600
202179,Emran,Munch,Senior Engineer,2001-12-10,40000
248734,Mostafa,Ranst,Senior Engineer,2001-12-10,41595
108410,Sanjai,Smailagic,Senior Engineer,2001-12-10,40000
452796,Xinan,Flexer,Senior Staff,2001-12-09,40000
47996,Hirochika,Itschner,Senior Staff,2001-12-09,66180
230707,Tesuro,Verhoeff,Senior Engineer,2001-12-09,49640
420030,Arun,Vidal,Senior Staff,2001-12-09,51190
22788,Prasadram,Plumb,Senior Staff,2001-12-09,40000
427362,Chrisa,Melton,Senior Engineer,2001-12-09,60271
284343,Jeanne,Velardi,Senior Engineer,2001-12-09,47307
109114,Kwangyoen,Azevdeo,Engineer,2001-12-08,50256
434458,Mari,Stellhorn,Senior Staff,2001-12-08,60952
32596,Naftaly,Gelosh,Senior Engineer,2001-12-08,40000
450306,Idoia,Gurbaxani,Senior Engineer,2001-12-08,40000
424425,Fuqing,Isaac,Senior Staff,2001-12-08,68543
234185,Ramya,Asmuth,Senior Engineer,2001-12-08,40000
60597,Ute,Schlumberger,Senior Engineer,2001-12-08,40000
439125,Nahid,Luff,Senior Staff,2001-12-07,60638
49294,Mads,Peltason,Senior Staff,2001-12-07,78948
291196,Nectarios,Waleschkowski,Senior Engineer,2001-12-06,61687
456089,Huican,Kamber,Senior Engineer,2001-12-06,42693
431035,Mitchel,Servieres,Senior Staff,2001-12-06,52462
485604,Shem,Tagansky,Senior Staff,2001-12-06,59792
76909,Samphel,Luft,Senior Engineer,2001-12-05,40000
428921,Conal,Gien,Senior Staff,2001-12-05,65982
213513,Bluma,Zyda,Senior Engineer,2001-12-05,48155
404493,Tadahiko,Ranta,Senior Engineer,2001-12-05,40000
468490,Sudhanshu,Hainaut,Senior Staff,2001-12-05,40000
234015,Uwe,Hiltgen,Senior Staff,2001-12-05,47278
499156,Gou,Zaiane,Senior Staff,2001-12-04,40000
212102,Shahid,Stranks,Senior Engineer,2001-12-04,40000
97571,Guoxiang,Itzigehl,Senior Engineer,2001-12-02,73188
433955,Niteen,Daescu,Senior Staff,2001-12-02,70623
265157,Narain,Aamodt,Senior Staff,2001-12-02,48088
483572,Bedrich,Stroustrup,Senior Staff,2001-12-02,66467
259787,Yonghong,Giveon,Senior Engineer,2001-12-02,70865
285393,Carrsten,Kaelbling,Senior Staff,2001-12-02,85416
107276,Maja,Badache,Senior Engineer,2001-11-30,40000
55726,Vitali,Krohm,Senior Staff,2001-11-30,46394
471683,Christ,Yetto,Senior Staff,2001-11-29,69403
410902,Masaki,Perng,Engineer,2001-11-29,40000
234941,Pohua,Ouhyoung,Engineer,2001-11-29,66765
487659,Lakshmi,Fadgyas,Senior Engineer,2001-11-29,60485
82206,Yishay,Majewski,Senior Engineer,2001-11-29,40000
462765,Yurii,Rohrbach,Senior Staff,2001-11-29,58799
239556,Gilbert,Irland,Senior Engineer,2001-11-28,43879
209179,Kazunori,Gaughan,Senior Engineer,2001-11-28,55593
47047,Shugo,Nourani,Engineer,2001-11-28,40000
85990,Saeko,Jakobus,Senior Engineer,2001-11-27,40000
60677,Stella,Worfolk,Engineer,2001-11-27,40000
97122,Yoshinari,Cullers,Senior Staff,2001-11-27,76586
276056,Piyawadee,Frezza,Senior Engineer,2001-11-27,40000
420816,Vitali,Benner,Senior Engineer,2001-11-27,40000
462549,Gretta,Bakhtari,Senior Engineer,2001-11-27,40000
242528,Lansing,Cannata,Senior Engineer,2001-11-27,45349
483384,Arne,Varman,Senior Staff,2001-11-26,87651
250211,Kersti,Cronan,Senior Staff,2001-11-25,40000
88346,Francesca,Wissmann,Senior Engineer,2001-11-25,46690
266729,Nahid,Bellone,Senior Engineer,2001-11-25,53915
473921,Pragnesh,Kamber,Senior Staff,2001-11-24,43193
402857,Fei,Kaiserswerth,Senior Engineer,2001-11-23,43340
492912,Noritoshi,Braunmuhl,Senior Engineer,2001-11-23,40000
418110,Aiichiro,Roohalamini,Senior Engineer,2001-11-23,46094
296195,Sahrah,Luby,Senior Staff,2001-11-23,68581
12689,Luerbio,Boudaillier,Senior Engineer,2001-11-23,59689
96440,Guangming,Skogmar,Senior Staff,2001-11-23,65331
77193,Keiichiro,Benzmuller,Engineer,2001-11-22,40000
15651,Huan,Iwayama,Senior Engineer,2001-11-22,50313
431145,Kristinn,Kavanagh,Senior Staff,2001-11-22,81973
220352,Christoper,Magliocco,Senior Staff,2001-11-21,40000
456954,Arunachalam,Restivo,Senior Staff,2001-11-21,62889
413393,Remco,Biros,Senior Engineer,2001-11-20,43984
410262,Tristan,Nergos,Senior Engineer,2001-11-20,80849
236708,Pascal,Bennet,Engineer,2001-11-20,70431
465384,Pohua,Attimonelli,Senior Engineer,2001-11-20,70404
17704,Vatsa,Broomell,Senior Staff,2001-11-20,40000
39854,Sanjay,McClurg,Senior Engineer,2001-11-20,40000
20793,Pranav,Luft,Senior Engineer,2001-11-19,40220
36871,Yechezkel,Gecsei,Senior Engineer,2001-11-19,50661
201560,Brendon,Varley,Senior Staff,2001-11-18,40000
34231,Sachar,Emiris,Senior Engineer,2001-11-18,40000
427253,Georg,Kading,Senior Engineer,2001-11-17,45184
457450,Jinya,Bael,Senior Staff,2001-11-17,40000
415288,Howell,Raczkowsky,Senior Engineer,2001-11-16,40000
437955,Kristin,Matteis,Engineer,2001-11-16,58381
433251,Yuriy,Fiutem,Senior Staff,2001-11-16,50291
27619,Ronghao,Poulakidas,Senior Staff,2001-11-15,40000
36109,Masaki,Farrag,Senior Engineer,2001-11-15,40000
52752,Barna,Rajcani,Senior Staff,2001-11-15,61326
214935,Makato,Hiroyama,Senior Engineer,2001-11-15,40000
243014,Gaurav,Codenie,Senior Engineer,2001-11-15,48145
88914,Masali,Ozeki,Senior Engineer,2001-11-15,62256
94625,Kwangyoen,Kalorkoti,Senior Engineer,2001-11-14,46820
436977,Heng,Giarratana,Senior Staff,2001-11-14,79674
434310,Dmitry,Einsfeld,Senior Engineer,2001-11-14,40000
88079,Karlis,Hmelo,Senior Staff,2001-11-13,40000
90760,Hein,Vingron,Senior Engineer,2001-11-12,42430
102011,Genevieve,Lund,Senior Engineer,2001-11-12,52456
90357,Honglan,Lunn,Senior Engineer,2001-11-12,40000
453805,Ziyad,Selvestrel,Senior Engineer,2001-11-12,64203
248454,Seongbae,Swab,Senior Staff,2001-11-11,51717
215007,Georgy,Radwan,Senior Staff,2001-11-11,56493
417586,Qiwen,Leslie,Senior Staff,2001-11-10,57959
441762,Mircea,Delaune,Senior Staff,2001-11-10,46811
43745,Temple,Thambidurai,Senior Staff,2001-11-10,94985
297307,Michaela,Trelles,Senior Staff,2001-11-10,43547
406343,Abdelkader,Ecklund,Senior Engineer,2001-11-09,40000
